StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Prolific ID,HR_AI_no_no_no,HR_AI_yes_yes_yes,HR_AI_no_yes_yes,HR_AI_yes_no_yes,HR_AI_yes_yes_no,HR_AI_no_no_yes,HR_AI_no_yes_no,HR_AI_yes_no_no,HR_AI_none,HR_Human_no_no_no,HR_Human_yes_yes_yes,HR_Human_no_yes_yes,HR_Human_yes_no_yes,HR_Human_no_no_yes,HR_Human_yes_yes_no,HR_Human_no_yes_no,HR_Human_yes_no_no,HR_Human_none,Med_AI_no_no_no,Med_AI_yes_yes_yes,Med_AI_no_yes_yes,Med_AI_yes_no_yes,Med_AI_yes_yes_no,Med_AI_no_no_yes,Med_AI_no_yes_no,Med_AI_yes_no_no,Med_AI_none,Med_Human_no_no_no,Med_Human_yes_yes_ye,Med_Human_no_yes_yes,Med_Human_yes_no_yes,Med_Human_yes_yes_no,Med_Human_no_no_yes,Med_Human_no_yes_no,Med_Human_yes_no_no,Med_Human_none,Effort_1,Time of preparation_1,Originality and nove_1,Originality and nove_2,Originality and nove_3,Originality and nove_4,Accountability_1,Accountability_2,Accountability_3,Accountability_4,Transparency_1,Transparency_2,Transparency_3,Transparency_4,Reliability_1,Reliability_2,Reliability_3,Reliability_4,Q19,Q20,Q20_4_TEXT,Q21,Q21_8_TEXT,Q22,Q23,Q24,Q25,AnalystName,ReportType,FL_3_DO,FL_5_DO
2025-08-19 10:20:00,2025-08-19 10:26:51,IP Address,100,411,True,2025-08-19 10:26:51,R_2o2vVOufiQ9agmZ,anonymous,EN,1,664b368abdac8e709d4ff17d,,,,,,Apollo Medical (APLO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,1=Strongly Disagree,1=Strongly Disagree,7=Strongly agree,7=Strongly agree,2,2,6,7=Strongly agree,2,6,1=Strongly Disagree,7=Strongly agree,1=Strongly Disagree,2,5,1=Strongly Disagree,1972,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$75,000 to $99,999",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,HR,FL_44,FL_76
2025-08-19 10:17:45,2025-08-19 10:26:56,IP Address,100,551,True,2025-08-19 10:26:56,R_11LeQtxUbcdi3Qw,anonymous,EN,1,615df1b1d27e6932fca18dfa,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,,,,,6,5,5,4=Neutral,5,6,2,4=Neutral,4=Neutral,4=Neutral,5,3,4=Neutral,3,5,4=Neutral,5,2,1972,Male / Man,,Asian,,Sales or related,"$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_20
2025-08-19 10:19:31,2025-08-19 10:27:10,IP Address,100,458,True,2025-08-19 10:27:10,R_8dGMvINQp8ikFhf,anonymous,EN,0.30000001192092896,5dd2d8126ac608000a330132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,6,5,2,4=Neutral,1=Strongly Disagree,3,2,2,5,6,2,4=Neutral,3,7=Strongly agree,5,3,1=Strongly Disagree,6,1955,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Moderate: I make personal investments from time to time.,Less than once a month,Sarah Brown,Med,FL_45,FL_116
2025-08-19 10:06:23,2025-08-19 10:27:10,IP Address,100,1246,True,2025-08-19 10:27:10,R_57InTQTVfIcjU7n,anonymous,EN,1,6675ce18002c8884a6fec6a6,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,6,5,6,5,5,5,5,6,3,2,6,5,6,2,5,6,2,3,1987,Female / Woman,,A race or ethnicity not listed here (please specify),"Multiracial ","Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,Med,FL_44,FL_106
2025-08-19 10:20:58,2025-08-19 10:27:17,IP Address,100,378,True,2025-08-19 10:27:17,R_7q2zgteBxQ5y4Uj,anonymous,EN,1,67e494e108181d6621738771,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,5,6,4=Neutral,6,6,6,6,6,3,6,3,4=Neutral,6,6,4=Neutral,6,3,1986,Male / Man,,Black or African American,,"Management, Business, or Financial","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_82
2025-08-19 10:22:39,2025-08-19 10:27:33,IP Address,100,294,True,2025-08-19 10:27:34,R_7y3Ljr3avtn97YT,anonymous,EN,1,6631a1c8755d8554913b3b86,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,6,6,6,4=Neutral,4=Neutral,4=Neutral,2,4=Neutral,6,6,5,2,5,2,6,2,6,2,1984,Female / Woman,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Limited: I have some experience but don't invest often.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_112
2025-08-19 10:23:20,2025-08-19 10:27:36,IP Address,100,255,True,2025-08-19 10:27:36,R_6hDUuO0ZaC8vaYe,anonymous,EN,1,677622cc43d924c6cb045c77,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,3,6,6,6,7=Strongly agree,6,3,6,5,6,6,5,6,7=Strongly agree,6,1996,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,J.M. Wright,HR,FL_43,FL_96
2025-08-19 10:19:51,2025-08-19 10:27:43,IP Address,100,472,True,2025-08-19 10:27:44,R_5iRaWyN8ZLoQ4YO,anonymous,EN,1,5dae84b33990ed001856475a,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4=Neutral,5,5,4=Neutral,5,3,5,5,4=Neutral,4=Neutral,3,4=Neutral,3,6,3,1988,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Never,J.M. Wright,HR,FL_43,FL_15
2025-08-19 10:17:00,2025-08-19 10:27:51,IP Address,100,651,True,2025-08-19 10:27:52,R_82VwXJKy6w170CI,anonymous,EN,1,5cf806142780ca001a9d5cee,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,3,3,5,5,5,2,2,5,5,4=Neutral,4=Neutral,3,5,2,5,3,5,1966,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Less than once a month,J.M. Wright,HR,FL_43,FL_16
2025-08-19 10:04:05,2025-08-19 10:28:05,IP Address,100,1440,True,2025-08-19 10:28:06,R_2eEvr1HIYpHBYtw,anonymous,EN,1,67aa54c162dc637de018fe18,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,6,5,5,4=Neutral,3,5,5,5,2,2,5,2,5,2,6,3,5,3,1982,Male / Man,,Black or African American,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_92
2025-08-19 10:18:59,2025-08-19 10:28:19,IP Address,100,559,True,2025-08-19 10:28:19,R_3eRZz7cIE4tNS3I,anonymous,EN,1,67e99ec5ac9317593a3fd76b,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,,,,5,4=Average amount of time,5,4=Neutral,4=Neutral,5,4=Neutral,3,4=Neutral,5,4=Neutral,5,5,3,5,5,4=Neutral,3,1993,Male / Man,,Black or African American,,"Management, Business, or Financial","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,Med,FL_44,FL_106
2025-08-19 10:17:32,2025-08-19 10:28:26,IP Address,100,654,True,2025-08-19 10:28:27,R_8q24JnzfYYP2wQB,anonymous,EN,0.5,5d02a158c8a372001abf3b30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,4=Average amount of effort,4=Average amount of time,7=Strongly agree,7=Strongly agree,6,7=Strongly agree,3,3,6,7=Strongly agree,7=Strongly agree,1=Strongly Disagree,7=Strongly agree,2,6,5,4=Neutral,3,1965,Female / Woman,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$25,000 to $49,999",Moderate: I make personal investments from time to time.,A few times a month,Sarah Brown,Med,FL_45,FL_126
2025-08-19 10:16:41,2025-08-19 10:28:29,IP Address,100,707,True,2025-08-19 10:28:29,R_8ilFJkjvaVqs6H1,anonymous,EN,1,6522b1bb7d07f3a0eb40efbd,,,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,5,6,5,3,3,3,5,5,5,3,5,4=Neutral,5,3,6,4=Neutral,5,3,1986,Male / Man,,White / Caucasian,,Office and Administrative Support,"$25,000 to $49,999",Moderate: I make personal investments from time to time.,A few times a week,Sarah Brown,HR,FL_45,FL_86
2025-08-19 10:24:05,2025-08-19 10:28:43,IP Address,100,277,True,2025-08-19 10:28:43,R_7H2EHYVEEWMPyMl,anonymous,EN,1,5c223d4a4a7e1f000137e5b9,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,5,5,3,3,6,7=Strongly agree,1=Strongly Disagree,1=Strongly Disagree,6,5,6,2,6,2,6,2,1988,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_17
2025-08-19 10:18:29,2025-08-19 10:28:46,IP Address,100,617,True,2025-08-19 10:28:47,R_8GxDDcB784Hq0Cf,anonymous,EN,0.8999999761581421,68892626185fec0f0ef5a624,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,5,3,5,3,7=Strongly agree,3,5,6,4=Neutral,5,3,4=Neutral,3,2,5,3,1988,Male / Man,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Christopher Davis,HR,FL_44,FL_16
2025-08-19 10:12:27,2025-08-19 10:28:54,IP Address,100,986,True,2025-08-19 10:28:54,R_2L6mgQAeef2T9en,anonymous,EN,1,6716d322b863fdf712ac02c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,2,2,4=Neutral,3,5,5,7=Strongly agree,1=Strongly Disagree,4=Neutral,3,4=Neutral,2,5,3,6,3,5,2,1984,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Sarah Brown,Med,FL_45,FL_126
2025-08-19 10:19:57,2025-08-19 10:29:02,IP Address,100,544,True,2025-08-19 10:29:02,R_1P27MFGVNs7fzve,anonymous,EN,0.8999999761581421,5e38e49a8445881060c60eaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,7=Extreme amount of effort,7=Extreme amount of time,6,6,7=Strongly agree,3,5,7=Strongly agree,5,5,5,3,3,3,5,2,3,4=Neutral,1972,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$50,000 to $74,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_22
2025-08-19 10:16:19,2025-08-19 10:29:02,IP Address,100,763,True,2025-08-19 10:29:03,R_2x9848UCKEEo8Kd,anonymous,EN,0.10000000149011612,673153d88d13bed22065fd88,,,,,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,5,6,5,4=Neutral,5,5,4=Neutral,6,3,3,6,3,5,3,6,3,5,4=Neutral,1988,Female / Woman,,White / Caucasian,,Office and Administrative Support,"$25,000 to $49,999",Moderate: I make personal investments from time to time.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_88
2025-08-19 10:06:00,2025-08-19 10:29:13,IP Address,100,1392,True,2025-08-19 10:29:13,R_8y8T7pAbQflglqz,anonymous,EN,0.8999999761581421,673b8993c243fa99a23d6987,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,3,3,5,4=Neutral,4=Neutral,5,2,2,5,5,4=Neutral,4=Neutral,5,3,5,5,4=Neutral,5,1993,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,Med,FL_44,FL_112
2025-08-19 10:19:08,2025-08-19 10:29:19,IP Address,100,611,True,2025-08-19 10:29:19,R_62NMIGHx8HsdDuV,anonymous,EN,1,645920abcee1cd09e70057cd,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,2,5,5,5,6,4=Neutral,3,5,6,5,4=Neutral,5,4=Neutral,5,6,1993,Male / Man,,Asian,,"Service Industry (e.g., hospitality, food service, protective services)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_108
2025-08-19 10:19:54,2025-08-19 10:29:32,IP Address,100,578,True,2025-08-19 10:29:32,R_6wbHTAsnKV48kqz,anonymous,EN,1,653d32174ec97b1bb7fd314b,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4=Neutral,3,5,5,6,5,3,3,3,3,4=Neutral,4=Neutral,5,1=Strongly Disagree,6,2,2000,Male / Man,,"Black or African American,Hispanic or Latino",,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a month,J.M. Wright,HR,FL_43,FL_82
2025-08-19 10:18:37,2025-08-19 10:29:37,IP Address,100,660,True,2025-08-19 10:29:38,R_8356eJ1h1B87iZr,anonymous,EN,0.8999999761581421,654e37a130d94b47675dcebe,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,6,7=Extreme amount of time,5,6,5,5,7=Strongly agree,5,2,2,5,3,4=Neutral,2,6,3,5,2,1990,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_102
2025-08-19 10:18:34,2025-08-19 10:29:41,IP Address,100,667,True,2025-08-19 10:29:42,R_8etqLRBPaF8g9K3,anonymous,EN,0.8999999761581421,67cc5cbea659ba65853fab99,,,,,,,,,,,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,2,2,4=Neutral,4=Neutral,5,5,5,3,4=Neutral,4=Neutral,2,6,2,5,5,5,3,5,1961,Male / Man,,A race or ethnicity not listed here (please specify),White/Black Caribbean,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a month,Christopher Davis,HR,FL_44,FL_96
2025-08-19 10:20:24,2025-08-19 10:29:44,IP Address,100,560,True,2025-08-19 10:29:44,R_5CjFULRFBnwemC6,anonymous,EN,1,6686a8cc26fd5dc90b7f4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,4=Average amount of effort,2,5,5,3,6,2,2,6,6,6,4=Neutral,4=Neutral,3,5,4=Neutral,5,3,1984,Male / Man,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a month,J.M. Wright,Med,FL_43,FL_120
2025-08-19 10:18:20,2025-08-19 10:29:52,IP Address,100,691,True,2025-08-19 10:29:52,R_5v0FXMrTlMX5fFv,anonymous,EN,1,67f22d9adc313d0ce5eafff4,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,6,7=Extreme amount of time,6,2,3,5,6,7=Strongly agree,2,4=Neutral,6,5,3,6,7=Strongly agree,6,2,7=Strongly agree,1981,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,A few times a week,J.M. Wright,Med,FL_43,FL_112
2025-08-19 10:16:07,2025-08-19 10:29:53,IP Address,100,825,True,2025-08-19 10:29:53,R_5kQZaRviHT4Hczv,anonymous,EN,1,67c86ae9609356807ce53020,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,6,7=Extreme amount of time,4=Neutral,2,7=Strongly agree,7=Strongly agree,4=Neutral,4=Neutral,3,3,5,4=Neutral,5,3,5,4=Neutral,5,4=Neutral,1965,Female / Woman,,White / Caucasian,,Sales or related,"$100,000 to $149,999",Moderate: I make personal investments from time to time.,A few times a week,Christopher Davis,HR,FL_44,FL_94
2025-08-19 10:22:53,2025-08-19 10:30:10,IP Address,100,437,True,2025-08-19 10:30:11,R_2GvriVH0YDpgpyh,anonymous,EN,1,5b2240df023fe3000150533f,,,,,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,4=Neutral,3,5,5,1=Strongly Disagree,3,4=Neutral,3,4=Neutral,3,5,4=Neutral,5,5,4=Neutral,5,1975,Male / Man,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$150,000 or more",Moderate: I make personal investments from time to time.,Never,Sarah Brown,HR,FL_45,FL_92
2025-08-19 10:25:36,2025-08-19 10:30:16,IP Address,100,279,True,2025-08-19 10:30:16,R_7D5gH6LcgKxd85L,anonymous,EN,1,66d9f8b25ab58922e89d53b2,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,6,6,2,5,4=Neutral,5,1=Strongly Disagree,4=Neutral,6,6,6,1=Strongly Disagree,4=Neutral,1=Strongly Disagree,6,1=Strongly Disagree,6,1=Strongly Disagree,1978,Female / Woman,,"Asian,White / Caucasian",,"Management, Business, or Financial","$150,000 or more",Moderate: I make personal investments from time to time.,Never,Christopher Davis,Med,FL_44,FL_104
2025-08-19 10:19:52,2025-08-19 10:30:34,IP Address,100,642,True,2025-08-19 10:30:34,R_8HYUhVCuOx2LMXh,anonymous,EN,1,67580f69a9a3cb759240904b,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,1=Strongly Disagree,4=Neutral,5,4=Neutral,1=Strongly Disagree,3,5,2,5,2,3,5,2,5,3,1971,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Sarah Brown,HR,FL_45,FL_18
2025-08-19 10:23:30,2025-08-19 10:30:34,IP Address,100,424,True,2025-08-19 10:30:35,R_8rzptBhRVxz8XFD,anonymous,EN,1,5d4c9a5f112f830016026939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,6,5,4=Neutral,2,5,6,7=Strongly agree,4=Neutral,3,2,5,6,7=Strongly agree,5,6,5,5,6,1979,Male / Man,,White / Caucasian,,"Production, Transportation, or Skilled Trades","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_116
2025-08-19 10:16:22,2025-08-19 10:30:36,IP Address,100,853,True,2025-08-19 10:30:37,R_23VwYZ4uZUnYP8a,anonymous,EN,1,6277fb597942c07d74b16b98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,5,5,5,3,5,5,2,3,5,4=Neutral,5,3,4=Neutral,5,6,2,5,3,1990,Female / Woman,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$100,000 to $149,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,A few times a week,Christopher Davis,Med,FL_44,FL_114
2025-08-19 10:25:18,2025-08-19 10:30:37,IP Address,100,319,True,2025-08-19 10:30:38,R_6pKsGcbldwLKbP2,anonymous,EN,0.30000001192092896,6630e01b7d69d22b8be429a6,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,,,,,,6,6,4=Neutral,3,6,6,2,6,4=Neutral,4=Neutral,4=Neutral,3,5,2,5,3,5,3,1994,Male / Man,,Asian,,Sales or related,"$75,000 to $99,999",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_20
2025-08-19 10:24:06,2025-08-19 10:30:58,IP Address,100,412,True,2025-08-19 10:30:59,R_8t6bypCLtFHE7V0,anonymous,EN,0.699999988079071,6026e85b68a598455718969d,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptive Vision (ADPT),,,,,,,,,,,5,4=Average amount of time,5,4=Neutral,4=Neutral,4=Neutral,3,6,3,3,4=Neutral,3,4=Neutral,3,4=Neutral,5,5,2,1977,Female / Woman,,White / Caucasian,,"Management, Business, or Financial","$100,000 to $149,999",Limited: I have some experience but don't invest often.,A few times a month,Christopher Davis,Med,FL_44,FL_100
2025-08-19 10:13:03,2025-08-19 10:30:59,IP Address,100,1075,True,2025-08-19 10:30:59,R_2k84DMjnz5XmwC0,anonymous,EN,0.8999999761581421,674ae5a1ba7d929b2c1306e5,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,,,5,5,4=Neutral,5,3,3,4=Neutral,5,4=Neutral,4=Neutral,4=Neutral,3,5,3,5,3,4=Neutral,3,1963,Male / Man,,White / Caucasian,,Office and Administrative Support,"$50,000 to $74,999",Limited: I have some experience but don't invest often.,A few times a month,J.M. Wright,Med,FL_43,FL_106
2025-08-19 10:25:32,2025-08-19 10:30:59,IP Address,100,327,True,2025-08-19 10:30:59,R_72lYAMneDWpnZBa,anonymous,EN,1,665490d75b3bbb3e8317b417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,4=Average amount of effort,5,5,5,5,5,3,4=Neutral,3,5,2,4=Neutral,4=Neutral,5,3,4=Neutral,2,3,1997,Female / Woman,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$25,000 to $49,999",Limited: I have some experience but don't invest often.,Less than once a month,J.M. Wright,Med,FL_43,FL_118
2025-08-19 10:24:20,2025-08-19 10:31:01,IP Address,100,400,True,2025-08-19 10:31:01,R_5fPJ66gPnrHapki,anonymous,EN,0.699999988079071,67d47bef1b8777e754726be0,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,,,,5,7=Extreme amount of time,5,4=Neutral,7=Strongly agree,6,7=Strongly agree,7=Strongly agree,5,6,7=Strongly agree,4=Neutral,7=Strongly agree,5,7=Strongly agree,5,7=Strongly agree,6,1971,Female / Woman,,White / Caucasian,,"Service Industry (e.g., hospitality, food service, protective services)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_104
2025-08-19 10:23:23,2025-08-19 10:31:02,IP Address,100,458,True,2025-08-19 10:31:02,R_8BQgHZM2svY4yGt,anonymous,EN,0.8999999761581421,644fdc8d0d748ff99020fcae,,,,,,,,,,,,,,,,,,,,,,,,,,,Vista Therapeutics (VSTA),,,,,,,,,,6,6,5,5,3,4=Neutral,2,2,3,2,6,2,6,2,6,4=Neutral,5,4=Neutral,1968,Male / Man,,White / Caucasian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$50,000 to $74,999",Moderate: I make personal investments from time to time.,Less than once a month,Christopher Davis,Med,FL_44,FL_21
2025-08-19 10:19:59,2025-08-19 10:31:06,IP Address,100,666,True,2025-08-19 10:31:06,R_8HuhUXLLVwKXrBq,anonymous,EN,1,63af557b3d4f219c3226b7d6,,,,,,,,,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,3,5,5,4=Neutral,5,4=Neutral,5,5,2,5,3,3,3,4=Neutral,5,1974,Female / Woman,,White / Caucasian,,Sales or related,"$150,000 or more",Limited: I have some experience but don't invest often.,A few times a week,Christopher Davis,HR,FL_44,FL_18
2025-08-19 10:19:16,2025-08-19 10:31:09,IP Address,100,712,True,2025-08-19 10:31:10,R_3jNtLGoHV4PzXbk,anonymous,EN,1,684859106f632cbc1cdcec61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,5,5,4=Neutral,4=Neutral,5,5,4=Neutral,4=Neutral,4=Neutral,4=Neutral,5,4=Neutral,6,4=Neutral,5,4=Neutral,4=Neutral,5,1983,Female / Woman,,Black or African American,,"Management, Business, or Financial","$150,000 or more",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_124
2025-08-19 10:16:06,2025-08-19 10:31:19,IP Address,100,913,True,2025-08-19 10:31:20,R_8MDVhPFPSFg20jA,anonymous,EN,1,672cc816106e96c0344581bb,,,,,,,,,,,,,,,,,,,,,,,,,Celestial Optics (CELO),,,,,,,,,,,,5,5,6,4=Neutral,6,5,5,6,5,4=Neutral,6,3,5,2,6,5,6,4=Neutral,1992,Male / Man,,A race or ethnicity not listed here (please specify),hispanic,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$75,000 to $99,999",Moderate: I make personal investments from time to time.,Daily or almost daily,Sarah Brown,Med,FL_45,FL_102
2025-08-19 10:23:48,2025-08-19 10:31:22,IP Address,100,453,True,2025-08-19 10:31:22,R_8kYdJ8hv950iRep,anonymous,EN,0.8999999761581421,5ecd01e17d9ebc0009fc62b6,,Kinetic Workforce (KNTC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,3,5,6,3,4=Neutral,5,6,4=Neutral,5,4=Neutral,3,5,3,5,4=Neutral,1994,Male / Man,,White / Caucasian,,"Management, Business, or Financial","$150,000 or more",Extensive: I invest regularly and am comfortable making my own investment decisions.,Daily or almost daily,J.M. Wright,HR,FL_43,FL_84
2025-08-19 10:20:34,2025-08-19 10:31:28,IP Address,100,653,True,2025-08-19 10:31:29,R_8dT0lFV2k9a9OPT,anonymous,EN,1,669a4f388b2de8df723faf1e,,Hamilton Sterling Group (HSG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4=Average amount of effort,4=Average amount of time,3,2,4=Neutral,5,2,5,3,3,5,4=Neutral,5,4=Neutral,5,3,5,3,1979,Female / Woman,,Asian,,"Professional (e.g., Science, Technology, Engineering, Law, Healthcare, Education)","$150,000 or more",Moderate: I make personal investments from time to time.,A few times a month,J.M. Wright,HR,FL_43,FL_84
